t,h,error_ratio,accepted,newton_updates_completed_solves,failure
0.0011807498209225544,1.857116662449148e-05,0.8058384201170866,True,3,
0.001199320987547046,1.8619058278299256e-05,0.8058297435694511,True,3,
0.001217940045825345,1.8667173931943246e-05,0.805818329439062,True,3,
0.0012366072197572883,1.8715546474917004e-05,0.805804177604855,True,3,
0.0012553227662322054,1.8764209136283736e-05,0.8057872801959128,True,3,
0.0012740869753684891,1.881319558022893e-05,0.8057676215870393,True,3,
0.0012929001709487181,1.886254000370098e-05,0.8057451783864618,True,3,
0.001311762710952419,1.891227723628857e-05,0.805719919295504,True,3,
0.0013306749881887077,1.8962442843909593e-05,0.8056918050221814,True,3,
0.0013496374310326173,1.901307323578239e-05,0.8056607880732513,True,3,
0.0013686505042683997,1.906420577622473e-05,0.8056268124930486,True,3,
0.0013877147100446244,1.9115878902059163e-05,0.8055898136072177,True,3,
0.0014068305889466835,1.9168132245741196e-05,0.8055497176522172,True,3,
0.0014259987211924247,1.9221006765762952e-05,0.8055064413475983,True,3,
0.0014452197279581876,1.9274544885252223e-05,0.8054598914474006,True,3,
0.00146449427284344,1.9328790639287603e-05,0.8054099641583671,True,3,
0.0014838230634827275,1.938378983283178e-05,0.8053565445246812,True,3,
0.0015032068533155593,1.9439590210046423e-05,0.8052995057202433,True,3,
0.0015226464435256057,1.949624163650767e-05,0.80523870822997,True,3,
0.0015421426851621133,1.9553796296129123e-05,0.8051739989280274,True,3,
0.0015616964814582424,1.9612308904577635e-05,0.8051052100739561,True,3,
0.0015813087903628201,1.967183694079082e-05,0.8049968690793065,True,3,
0.0016009806273036109,1.973287340517654e-05,0.8046928364403788,True,3,
0.0016207135007087873,1.9797838243759114e-05,0.8046077743373836,True,3,
0.0016405113389525465,1.98640668790847e-05,0.804518268762958,True,3,
0.001660375405831631,1.993162570578439e-05,0.8044233120690545,True,3,
0.0016803070315374155,2.000059466641404e-05,0.8043226012848409,True,3,
0.0017003076262038295,2.007105872879919e-05,0.8042158079461537,True,3,
0.0017203786849326287,2.0143108330555803e-05,0.8041025725500882,True,3,
0.0017405217932631844,2.0216839909030466e-05,0.8039825013313481,True,3,
0.001760738633172215,2.0292356490630982e-05,0.8038551625931439,True,3,
0.0017810309896628459,2.0369768348008235e-05,0.8037200825300133,True,3,
0.001801400758010854,2.04491937348519e-05,0.8035767404628055,True,3,
0.0018218499517457059,2.053075970968227e-05,0.8034245634578575,True,3,
0.001842380711455388,2.0614603061099887e-05,0.8032629200396256,True,3,
0.001862995314516488,2.0700871351538298e-05,0.8030911130958469,True,3,
0.0018836961858680263,2.0789724096379574e-05,0.8029083716466232,True,3,
0.001904485909964406,2.0881334100781602e-05,0.8027138413076201,True,3,
0.0019253672440651876,2.097588898035472e-05,0.802506573301637,True,3,
0.0019463431330455424,2.1073592895648314e-05,0.8022855116351475,True,3,
0.001967416725941191,2.1174668537770733e-05,0.8020494781261172,True,3,
0.0019885913944789617,2.1279359409534412e-05,0.8017971548721773,True,3,
0.0020098707538884963,2.138793245559509e-05,0.8015270636361054,True,3,
0.0020312586863440916,2.150068110656118e-05,0.8012375414433958,True,3,
0.0020527593674506527,2.161792881721655e-05,0.800926711648973,True,3,
0.0020743772962678693,2.174003319628091e-05,0.800592449410352,True,3,
0.00209611732946415,2.1867390848776364e-05,0.8002323402982694,True,3,
0.0021179847203129263,2.200044308127208e-05,0.7998436303918028,True,3,
0.0021399851633941984,2.213968265835925e-05,0.7994231657702895,True,3,
0.0021621248460525575,2.2285661847649315e-05,0.7989673187081916,True,3,
0.002184410507900207,2.243900205450741e-05,0.7984718970326237,True,3,
0.0022068495099547146,2.260040543245195e-05,0.7979320319986769,True,3,
0.0022294499153871668,2.277066896782939e-05,0.7973420386200891,True,3,
0.0022522205843549963,2.2950701687464296e-05,0.7966952401745493,True,3,
0.0022751712860424604,2.314154584419586e-05,0.7959837458103333,True,3,
0.002298312831886656,2.3344403216725903e-05,0.7951981660241803,True,3,
0.002321657235103382,2.3560668052935502e-05,0.7943272449230656,True,3,
0.0023452179031563177,2.3791968739391757e-05,0.7933573795196358,True,3,
0.0023690098718957093,2.4040221073869067e-05,0.7922719837738458,True,3,
0.0023930500929695785,2.4307697170650064e-05,0.7910506357218648,True,3,
0.0024173577901402286,2.4597115740617464e-05,0.7896679169032701,True,3,
0.002441954905880846,2.4911762069662192e-05,0.7880918068628749,True,3,
0.002466866667950508,2.525565000906504e-05,0.7862814215852152,True,3,
0.002492122317959573,2.563374459467908e-05,0.7841837619215972,True,3,
0.002517756062554252,2.6052274155075212e-05,0.7817289300450353,True,3,
0.0025438083367093274,2.6519177910846172e-05,0.7788229053952812,True,3,
0.0025703275146201736,2.7044764774640528e-05,0.7753363023466548,True,3,
0.0025973722793948143,2.7642712606456293e-05,0.8085278622539003,True,3,
0.0026250149920012704,2.7667866578196833e-05,0.8095706951421366,True,3,
0.002652682858579467,2.7675201561624886e-05,0.8091705638840887,True,3,
0.002680358060141092,2.7689382089995364e-05,0.8087817174624825,True,3,
0.0027080474422310876,2.771022875119182e-05,0.8083988711463493,True,3,
0.0027357576709822794,2.773765685708951e-05,0.8080205831575864,True,3,
0.002763495327839369,2.7771610695921478e-05,0.8076454652242124,True,3,
0.0027912669385352904,2.7812062625572145e-05,0.8072721753031519,True,3,
0.0028190790011608626,2.7859012373304284e-05,0.8068994032824979,True,3,
0.0028469380135341667,2.791248666040461e-05,0.8065258573778147,True,3,
0.002874850500194571,2.7972539140660396e-05,0.8061502510585035,True,3,
0.0029028230393352314,2.803925064665626e-05,0.8057712901177527,True,3,
0.0029308622899818877,2.8112729746839845e-05,0.8053876596673896,True,3,
0.0029589750197287277,2.8193113622525874e-05,0.8049980108008777,True,3,
0.0029871681333512538,2.8280569281131055e-05,0.8046009466007435,True,3,
0.003015448702632385,2.8375295130595562e-05,0.8041950072502707,True,3,
0.0030438239977629805,2.847752294765644e-05,0.8037786538515058,True,3,
0.003072301520710637,2.8587520283777086e-05,0.8033502506187649,True,3,
0.003100889040994414,2.870559336337508e-05,0.8029080450018815,True,3,
0.003129594634357789,2.8832090542967778e-05,0.8024078489848907,True,3,
0.003158426724900757,2.8968169866300372e-05,0.9613044727593344,True,3,
